PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0UlS3,q4r2/4bpkp/p1p2p1N/3p1QP1/3P4/7P/2n3R1/6K1 b - - 2 30,f6g5 g2g5 g7h8 f5e5 f7f6 e5e7 f6g5 e7e5 f8f6 e5f6,2241,79,88,751,fork mate mateIn5 middlegame veryLong,https://lichess.org/OinP75G9/black#60,
0V0dH,2kr4/2pr4/ppQ2p1n/N5pp/4B3/1P3PP1/P6P/2Rq3K w - - 2 31,c1d1 d7d1 h1g2 d8d2 g2h3 g5g4 f3g4 h5g4 h3h4 d2h2,1195,80,93,1452,kingsideAttack mate mateIn5 middlegame veryLong,https://lichess.org/SIHbkDRY#61,
0VqTM,2rr1k2/Q7/p3p1p1/4Pb2/1p2qPR1/1P6/PBP5/1KR5 w - - 7 43,g4h4 e4c2 c1c2 f5c2 b1a1 d8d1 b2c1 d1c1 a1b2 c1b1,2359,77,92,9612,master masterVsMaster mate mateIn5 middlegame operaMate queensideAttack sacrifice veryLong,https://lichess.org/HaxUTE7V#85,
0VrUm,r1bq1r2/pp1nb1pk/2n1pp2/3pP1N1/2pP3P/2P5/PP2QPP1/RNB1K2R b KQ - 1 12,f6g5 h4g5 h7g8 h1h8 g8h8 e2h5 h8g8 g5g6 d7f6 e5f6 f8f6 h5h7 g8f8 h7h8,2133,106,76,67,attraction discoveredAttack discoveredCheck mate mateIn5 opening sacrifice veryLong,https://lichess.org/1ORBGbT5/black#24,Sicilian_Defense Sicilian_Defense_Old_Sicilian
0Vsax,r1bqk2r/3n1pp1/p1p5/1p1p3p/2PPp1n1/PPN1PP2/1B1NB1PK/R2Q1R2 w kq - 1 14,f3g4 h5g4 h2g1 h8h1 g1h1 d8h4 h1g1 g4g3 d2f3 e4f3 f1f3 h4h2 g1f1 h2h1,2235,85,87,123,attraction discoveredAttack discoveredCheck master mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/TNxzERgj#27,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation
0W6P5,1kqr3r/Rp3pp1/1pQp4/1P6/2PN2n1/8/5PP1/5RK1 w - - 6 28,c6b6 h8h1 g1h1 d8h8 h1g1 h8h1 g1h1 c8h8 h1g1 h8h2,1536,86,71,203,attraction mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/yvvZE32W#55,
0YdWE,6r1/1p4k1/1b1pR1B1/pP1P4/P2q2pQ/6P1/5r1P/5RK1 w - - 1 39,e6e7 f2f7 g1g2 d4d2 g2h1 d2d5 g6e4 d5e4 e7e4 f7f1 h1g2 f1g1,2412,92,80,132,discoveredAttack discoveredCheck mate mateIn5 middlegame operaMate veryLong,https://lichess.org/1UeqqzqB#77,
0ZAXG,2r1r1k1/p1q3pR/4p3/4bpN1/1p6/P4P2/5PK1/1Q1R4 b - - 1 26,c7e7 h7h8 g8h8 d1h1 e5h2 h1h2 h8g8 h2h8 g8h8 b1h1 h8g8 h1h7 g8f8 h7h8,1550,76,78,278,attraction mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/ZFNJzs4j/black#52,
0bJeC,3Q1k2/4pr1B/b7/2Pp4/1p4P1/1Pb1PP2/2P2K2/7q b - - 1 32,f8g7 d8g8 g7f6 g8g6 f6e5 g6g5 e5e6 h7f5 f7f5 g5f5,2466,94,89,347,endgame exposedKing mate mateIn5 veryLong,https://lichess.org/ezmlt9pM/black#64,
0bh9U,r4rk1/p1p2ppp/2N1p3/3p4/3P2P1/3QP2b/PPP2q2/2KR4 b - - 1 19,h3g4 c6e7 g8h8 d3h7 h8h7 d1h1 g4h3 h1h3 f2h4 h3h4,1870,77,94,8042,anastasiaMate attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/53tjCl5L/black#38,
0f37X,6k1/8/6p1/3R1p2/6K1/3Q1P1P/P4qP1/4r3 w - - 0 38,g4g5 f2g3 g5f6 g3h4 f6g6 e1e6 g6f5 e6f6 f5e5 h4f4,2177,80,93,4715,endgame mate mateIn5 sacrifice triangleMate veryLong,https://lichess.org/1f0HMVt5#75,
0f3zy,6k1/1R4pp/4pn1r/3pN3/3P1PK1/4P3/5r1P/4R3 w - - 7 40,g4g3 f6e4 g3g4 h6h4 g4h4 f2h2 h4g4 h7h5 g4f3 h2f2,2469,76,93,11435,attraction endgame hookMate master mate mateIn5 sacrifice veryLong,https://lichess.org/I87IMS2T#79,
0fNVs,5rk1/1p5p/3R2pQ/qB2p1Pn/4P3/Ppr2P2/1P6/1K5R w - - 0 25,h1h5 c3c1 b1c1 a5e1 d6d1 f8c8 b5c4 c8c4 c1b1 e1d1,1794,83,100,110,attraction deflection mate mateIn5 middlegame queensideAttack sacrifice veryLong,https://lichess.org/NfOWaRby#49,
0fbrq,1r3k2/R7/3b1B1p/2p5/8/1B2P1P1/1p3PKP/3r4 b - - 2 38,b2b1q f6g7 f8e8 b3f7 e8d8 g7f6 d6e7 f6e7 d8c8 f7e6 d1d7 e6d7,1922,75,92,1470,exposedKing mate mateIn5 middlegame veryLong,https://lichess.org/WrwyAtiQ/black#76,
0fvBz,K1k5/8/P7/6p1/8/7P/8/8 w - - 3 70,a6a7 c8c7 h3h4 g5g4 h4h5 g4g3 h5h6 g3g2 h6h7 g2g1q h7h8q g1g2,1739,88,83,109,advancedPawn endgame mate mateIn5 pawnEndgame promotion quietMove veryLong zugzwang,https://lichess.org/FJAwIU7C#139,
0g5p7,r1k1r3/pp1n2pp/2R5/B2b1pN1/4B2q/5P2/1P2Q3/2R2K2 b - - 0 26,b7c6 c1c6 d5c6 e2a6 c8b8 a5c7 b8c7 a6c6 c7d8 g5f7 d8e7 c6d6 e7f7 e4d5 e8e6 d6e6 f7f8 e6f7,2603,88,92,7111,attraction exposedKing fork mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/A6qmAmax/black#52,
0gccA,r1b1k1r1/1p3p1p/p1pp1Q2/8/3NqP1n/1P2N3/PBP3PP/4RRK1 w q - 1 19,e3f5 g8g2 g1h1 g2e2 d4f3 e4f3 f1f3 e2e1 f3f1 e1f1,2130,81,87,154,deflection discoveredAttack discoveredCheck kingsideAttack mate mateIn5 middlegame veryLong,https://lichess.org/awsM8pga#37,
0j6AL,r1b3k1/ppq2r2/2p1p3/5p2/2P3P1/1R4b1/PP1NQ1P1/1B3R1K w - - 1 24,f1f3 f7h7 h1g1 h7h1 g1h1 c7h7 h1g1 h7h2 g1f1 h2h1,1868,73,95,20220,attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/FCpm7RWw#47,
0lr3Y,4rrk1/5ppp/3p4/1p1P1N2/p5Q1/3P3P/Pq4P1/5RK1 b - - 1 23,e8e2 f5h6 g8h8 h6f7 f8f7 g4c8 e2e8 c8e8 f7f8 f1f8,1984,108,58,68,backRankMate deflection endgame fork mate mateIn5 pin sacrifice veryLong,https://lichess.org/Vbw9xrD8/black#46,
0mk2K,1rr3k1/p4p1p/6p1/q3P3/3P2b1/PP3R2/1KP4Q/7R b - - 1 29,g4f3 h2h7 g8f8 h7h8 f8e7 h8f6 e7e8 h1h8 e8d7 f6d6,1492,80,94,3163,endgame fork mate mateIn5 veryLong,https://lichess.org/Pe8kGCJq/black#58,
0mmcU,8/4rp1k/2b1p1p1/1p1qP2P/2N4R/1P2QP2/r6P/2R3K1 b - - 0 29,b5c4 h5g6 h7g8 h4h8 g8h8 e3h6 h8g8 h6h7 g8f8 h7h8,2020,76,96,534,attraction discoveredCheck doubleCheck mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/sAkMmAsH/black#58,
0pnY5,r4rk1/1p3ppp/p2p4/2nNp3/2BnPqb1/8/PPPN1P2/2K3RR b - - 5 19,f4f2 d5e7 g8h8 h1h7 h8h7 g1h1 f2h4 h1h4 g4h5 h4h5,1426,80,89,7565,anastasiaMate attraction fork mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/qJxp0zEX/black#38,Zukertort_Opening Zukertort_Opening_Sicilian_Invitation
0q9MG,3r4/pbN5/1pn2k1p/1B4p1/1P1bn3/P4KB1/5PPP/3R2NR w - - 5 21,g1e2 e4d2 f3g4 h6h5 g4h5 d8h8 h5g4 b7c8 c7e6 c8e6,2382,78,92,5672,attraction exposedKing mate mateIn5 middlegame veryLong,https://lichess.org/KfyQ90sh#41,
0qUKl,r1b5/ppqp1Rk1/2n4p/2NR4/Q7/2P1r3/PP2B1Pb/7K b - - 0 26,g7f7 d5f5 f7e8 e2h5 e8e7 a4h4 e7d6 h4f6 e3e6 c5e4,2693,101,93,1593,cornerMate exposedKing mate mateIn5 middlegame pin veryLong,https://lichess.org/LQOJUiT5/black#52,
0qhPZ,r1b2rkR/pp4p1/4p1Q1/q2pPpP1/2pn4/2b5/PPP1BPP1/2KR4 b - - 1 19,g8h8 d1h1 h8g8 g6h7 g8f7 e2h5 f7e7 h7g7 f8f7 g7f7 e7d8 f7f8 d8c7 f8d6,2686,88,92,8854,deflection dovetailMate kingsideAttack mate mateIn5 middlegame veryLong,https://lichess.org/cmHDlRhv/black#38,French_Defense French_Defense_Classical_Variation
0tRET,2r1rR2/1b2k1pp/p3p2B/1p2P3/8/PNqP2Q1/6PP/6K1 b - - 0 24,e8f8 g3g7 f8f7 h6g5 e7e8 g7g8 e8d7 g8f7 d7c6 f7e6 c6c7 e6d6,1519,73,96,26832,deflection mate mateIn5 middlegame veryLong,https://lichess.org/TPTIGFiS/black#48,
0udPQ,3Q2r1/R3pk2/pB1p4/1p1b4/3P4/N7/P6P/5Kr1 w - - 1 34,f1f2 g8g2 f2e3 g1e1 e3d3 d5e4 d3c3 e1e3 c3b4 g2b2 b4a5 e3a3,2385,84,80,375,deflection exposedKing mate mateIn5 middlegame veryLong,https://lichess.org/usKRLjRA#67,
0uzf7,r1bq3r/pp1k2p1/2p1p3/4P1b1/3P2P1/2P2Qp1/PPB3P1/R1B2RK1 w - - 3 20,c1g5 h8h1 g1h1 d8h8 c2h7 h8h7 g5h4 h7h4 h1g1 h4h2,1628,76,93,568,attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/Hf42gGTs#39,
0wVZb,r2r3k/ppRbq1pp/8/3pNQ1P/3P4/8/P4PP1/2K4R b - - 0 25,a8c8 e5g6 h7g6 h5g6 h8g8 h1h8 g8h8 f5h5 h8g8 h5h7 g8f8 h7h8,2122,78,91,932,attraction discoveredAttack discoveredCheck kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/1hHOF9PG/black#50,
0x2L9,2R2rk1/p4pp1/5n2/1p1q1PN1/8/1r1p1P1Q/1P5P/2R4K b - - 1 31,d3d2 h3h8 g8h8 c8f8 f6g8 f8g8 h8g8 c1c8 d5d8 c8d8,2118,76,95,5211,attraction deflection mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/aq8kXKFK/black#62,
0xulG,1k6/P7/1K5p/6p1/6P1/8/8/8 b - - 0 54,b8a8 b6a6 h6h5 g4h5 g5g4 h5h6 g4g3 h6h7 g3g2 h7h8q,1161,81,82,1484,advancedPawn endgame mate mateIn5 pawnEndgame promotion veryLong,https://lichess.org/eyd304P4/black#108,
0yxeU,r3kb1r/pp2qppp/2p5/3P4/Q1P2B2/3P1b2/PP4PP/RN3RK1 w kq - 0 16,f1f3 e7e1 f3f1 f8c5 d3d4 c5d4 f4e3 d4e3 g1h1 e1f1,1184,81,84,1846,clearance kingsideAttack mate mateIn5 middlegame veryLong,https://lichess.org/ePDDgfuX#31,Italian_Game Italian_Game_Two_Knights_Defense
0zuzr,5rk1/pR3ppp/5q2/2p2P2/2QbB3/r7/5PPP/5RK1 b - - 5 23,f6h4 c4f7 f8f7 b7b8 h4d8 b8d8 f7f8 e4d5 g8h8 d8f8,1720,77,92,5694,backRankMate deflection mate mateIn5 middlegame pin sacrifice veryLong,https://lichess.org/535TWoZO/black#46,
11WvJ,2R5/1p3kpp/p2p2r1/1b1Pnp1q/1P1Qp3/P3P1PP/1B3PB1/6K1 w - - 1 26,d4b6 h5d1 g1h2 e5g4 h3g4 g6h6 g2h3 h6h3 h2h3 d1h1,2092,75,97,480,attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/9eCix3ZH#51,
11dZg,6k1/1PQ2p2/6q1/4P3/6K1/2Pn1PB1/6PP/8 w - - 5 44,g4h3 g6h5 g3h4 h5f5 g2g4 f5f3 h4g3 d3f2 h3h4 f3g4,2495,103,90,885,deflection endgame exposedKing mate mateIn5 veryLong,https://lichess.org/e93GsOTc#87,
