PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
02owE,1nkr1qnr/1pp5/p2b1p2/3N2p1/2B1P1p1/4BN2/PPP1QPP1/R3R1K1 w - - 0 15,f3d2 h8h1 g1h1 f8h6 h1g1 h6h2 g1f1 h2h1,1930,77,88,116,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/znnCpN8H#29,Philidor_Defense Philidor_Defense_Other_variations
02wEV,2kB2r1/ppp2p1p/2n5/8/1P1p2b1/2PB1P1q/P4R1b/RN1Q3K w - - 0 20,d1f1 g4f3 f2f3 g8g1 f1g1 h2g3 g1h2 h3h2,2208,78,89,132,discoveredAttack discoveredCheck exposedKing fork mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/vknACwLf#39,
0306X,3r1k2/2Q2ppp/2R5/1B2r3/8/4BP2/PPP3qP/2K5 w - - 1 23,c7e5 g2h1 e3g1 h1g1 b5f1 g1f1 e5e1 f1e1,1697,76,93,960,endgame mate mateIn4 veryLong,https://lichess.org/s3eE0tnm#45,
0339N,4r1k1/p3Nppp/1n2p3/3q4/8/P1Q1PP2/6PP/2R3K1 b - - 5 26,e8e7 c3c8 b6c8 c1c8 d5d8 c8d8 e7e8 d8e8,744,92,96,372,backRankMate endgame mate mateIn4 sacrifice veryLong,https://lichess.org/vZ9pfVuX/black#52,
036SV,5r2/1R4bk/3p1qp1/2p1p2p/2P1B3/r2PQ3/5PPP/5RK1 w - - 2 23,e3h3 f6f2 f1f2 a3a1 b7b1 a1b1 f2f1 b1f1,1316,76,77,636,kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/B9evmwEG#45,
037D4,r1b2rk1/1p2Qppp/p2p4/3P4/5R2/3q4/P5PP/5R1K b - - 1 22,b7b5 e7f8 g8f8 f4f7 f8e8 f7f8 e8d7 f1f7,2001,80,92,418,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/7U0oOuMN/black#44,
03CZE,r1bq1r1k/2p1b2p/p1np2p1/1p2p1P1/n3PN2/P1PP1Q2/BP3P2/RNB1K2R b KQ - 1 15,e5f4 h1h7 h8h7 f3h1 c8h3 h1h3 h7g7 h3h6,1789,76,97,4309,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/M6jpbGRG/black#30,Bishops_Opening Bishops_Opening_Other_variations
03I6j,r2q3k/4bBpp/p7/1pp2P2/3nn3/7Q/PPP3PP/R1B2RK1 w - - 0 19,c2c3 d4e2 g1h1 e4f2 f1f2 d8d1 f2f1 d1f1,1432,74,99,2344,kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/8IJOh9fa#37,
03VQ8,2kr3r/qp3p2/p1pB2p1/Q2pPp2/5P2/PR6/1P4pP/2R4K w - - 0 28,h1g2 h8h2 g2h2 a7f2 h2h1 d8h8 b3h3 h8h3,1508,75,91,859,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/V4BOo0LO#55,
03VdR,5r2/5r1k/5R1p/p1p5/1p2Q3/1P1P1pP1/P1PK3P/5q2 b - - 1 38,h7g7 e4g6 g7h8 g6h6 h8g8 f6g6 f7g7 g6g7,1410,78,85,106,deflection endgame mate mateIn4 veryLong,https://lichess.org/nyPhW4BI/black#76,
03bxv,r1r5/p4pkp/4p3/2BpNq2/1P6/5P2/4K3/6Q1 b - - 1 31,g7h8 e5f7 f5f7 c5d4 e6e5 d4e5 f7f6 e5f6,1806,76,87,571,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/LJqZYXGA/black#62,
03goR,2r3k1/R4pbp/6p1/8/1B6/8/P4rPP/5RK1 w - - 0 23,f1f2 c8c1 b4e1 c1e1 f2f1 g7d4 g1h1 e1f1,1277,76,89,345,backRankMate deflection endgame fork mate mateIn4 veryLong,https://lichess.org/INlXIi2L#45,
042fY,2r3k1/5ppp/8/4p1N1/3n4/3n4/P4PPP/1R3RK1 w - - 0 22,b1b7 d4e2 g1h1 d3f2 f1f2 c8c1 f2f1 c1f1,1280,79,87,1126,backRankMate deflection endgame mate mateIn4 sacrifice veryLong,https://lichess.org/mNvYqaC8#43,
04g7p,2r1NQ2/5p1k/4p1p1/3pB2p/1p1Pq3/4P1P1/5PKP/8 w - - 4 35,f2f3 c8c2 g2h3 e4f5 g3g4 f5f3 e5g3 f3g4,2014,75,90,1354,endgame mate mateIn4 veryLong,https://lichess.org/yVA5QqaU#69,
04hpo,8/8/5k2/1B3ppp/P7/4R1PP/r4K2/8 w - - 6 42,f2f3 g5g4 h3g4 h5g4 f3f4 a2f2 e3f3 f2f3,1396,77,87,1097,endgame mate mateIn4 veryLong,https://lichess.org/8t2c2FNC#83,
04nDo,2r1r1k1/2q2pb1/p3p1p1/1p6/4N1P1/5P2/PPPQ3R/2K4R b - - 2 23,e8d8 h2h8 g7h8 h1h8 g8h8 d2h6 h8g8 e4f6,1804,76,94,4195,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/PwAPprkK/black#46,
04p5R,2r5/1k4q1/2pRp3/ppQ1Pp1p/8/2P1P3/PP3PrP/3R2K1 w - - 0 30,g1f1 g2g1 f1e2 g7g4 f2f3 g4g2 e2d3 g1d1,1235,101,92,56,deflection endgame mate mateIn4 veryLong,https://lichess.org/9vFqJ15K#59,
04tpm,6r1/1bQ1b2p/4kp2/2P4q/5B2/8/P4RPP/6K1 w - - 0 34,c7b7 h5d1 f2f1 e7c5 f4e3 c5e3 g1h1 d1f1,1449,75,100,827,endgame mate mateIn4 veryLong,https://lichess.org/q33Rch10#67,
051WE,3r2k1/1p4p1/p1p1p2p/P1P1N3/5r1q/3Q4/1B3PPP/5RK1 w - - 6 30,d3c3 h4f2 f1f2 d8d1 c3e1 d1e1 f2f1 e1f1,1598,75,95,1990,kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/gflV7YkY#59,
05DXA,3r1rk1/q3bppp/2p1p3/1p2B3/1n1P4/3B1P2/PPP2P1P/R5RK b - - 3 21,b4d3 g1g7 g8h8 g7g8 h8g8 a1g1 e7g5 g1g5,2138,76,91,3555,attraction discoveredCheck doubleCheck kingsideAttack mate mateIn4 middlegame pillsburysMate sacrifice veryLong,https://lichess.org/LxCZiFJa/black#42,
05OvV,4Q1k1/1pr2rp1/6p1/pBPp4/Pn1P4/1P3Pq1/1K6/2R4R b - - 3 35,f7f8 h1h8 g8h8 e8f8 h8h7 c1h1 g3h2 h1h2,1408,75,91,590,attraction deflection kingsideAttack mate mateIn4 middlegame pin veryLong,https://lichess.org/6yO6VDmi/black#70,
05iJw,8/6R1/1kp2R2/p7/1pp5/P1P5/KP5r/8 w - - 0 48,g7g6 b4b3 a2a1 h2h1 g6g1 h1g1 f6f1 g1f1,1044,84,76,128,endgame mate mateIn4 rookEndgame veryLong,https://lichess.org/wJoikUza#95,
05nDj,6R1/1pr4p/pR6/5pk1/5n2/r1P2P2/P5PP/6K1 b - - 1 32,g5h5 g2g4 f5g4 f3g4 h5h4 b6h6 f4h5 h6h5,1075,80,93,1300,endgame mate mateIn4 veryLong,https://lichess.org/I77hMqJF/black#64,
062e9,8/4R1pp/5pk1/1ppb4/5PPP/8/2r2B2/6K1 b - - 0 37,c5c4 f4f5 g6h6 f2e3 g7g5 f5g6 h6g6 h4h5,1928,74,93,163413,attraction discoveredAttack discoveredCheck enPassant endgame mate mateIn4 veryLong,https://lichess.org/osvRxufn/black#74,
06FI0,5rk1/2p4p/1p1pN1p1/3Pp3/2P1R3/3Q4/r4qPP/R6K w - - 2 27,a1g1 f2g1 h1g1 a2a1 e4e1 a1e1 d3f1 e1f1,1541,76,94,3941,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/N0jNKOCH#53,
06LQW,r4Bk1/pp3p2/7p/3N2p1/2BpPbbq/2P5/PPQ2KP1/R3R3 w - - 1 27,f2g1 h4h2 g1f1 h2h1 f1f2 f4g3 f2g3 h1h4,2372,81,92,5223,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/shauT8zr#53,
06NfA,4r1k1/1p3p2/p3r1p1/3pq3/3R4/1PB3Pb/PQ2P2P/4R1K1 w - - 0 28,d4h4 e5e3 g1h1 e3f3 e2f3 e6e1 c3e1 e8e1,2020,89,60,30,discoveredAttack kingsideAttack mate mateIn4 middlegame pillsburysMate sacrifice veryLong,https://lichess.org/2GiOAs2B#55,
06S7w,5rk1/pp3rbp/4R1p1/2qp4/6n1/1P1B2Q1/PBP2PPP/1R4K1 w - - 1 20,g3g4 c5f2 g1h1 f2f1 d3f1 f7f1 b1f1 f8f1,993,87,94,365,backRankMate mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/YFKd6hcr#39,
06aCr,3r3k/6b1/p6p/B4B2/4p3/8/1P3nPP/5RK1 w - - 0 37,f1f2 d8d1 a5e1 d1e1 f2f1 g7d4 g1h1 e1f1,1715,157,71,29,backRankMate deflection endgame mate mateIn4 veryLong,https://lichess.org/GNJn6MmJ#73,
06gwJ,r1b1qbr1/ppp1pNk1/1n1pP1pp/4Q3/7P/1P6/PBPP1PP1/RN2K2R b KQ - 0 14,d6e5 b2e5 g7h7 f7g5 h6g5 h4g5 f8h6 h1h6,1343,85,81,62,discoveredAttack discoveredCheck master mate mateIn4 opening pillsburysMate veryLong,https://lichess.org/0HTMQLZq/black#28,Alekhine_Defense Alekhine_Defense_Normal_Variation
06jka,5Q2/Rbk3p1/1p1p2qp/2p1p3/4P2b/1P1PB3/1PPK3P/8 w - - 2 25,f8a8 g6g2 d2c3 h4e1 c3c4 g2c2 c4b5 c2b3,1424,75,84,178,deflection endgame mate mateIn4 veryLong,https://lichess.org/2YPkRFDe#49,
06o2P,5r2/p5R1/2pp1r2/4bP1k/8/2PB2p1/PP3pP1/3K1R2 b - - 4 39,h5h6 g7g4 h6h7 f1h1 f6h6 f5f6 h7h8 h1h6,2032,74,94,3121,deflection discoveredAttack discoveredCheck endgame exposedKing mate mateIn4 pin veryLong,https://lichess.org/q5rQKjeL/black#78,
07I8T,4r1k1/pR1n1p1p/r5pB/2pP4/8/5Q2/2P2PPP/q4RK1 w - - 1 21,b7d7 a1f1 g1f1 a6a1 h6c1 a1c1 f3d1 c1d1,1282,75,80,174,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/vBJcsRdS#41,
07k2s,6r1/1p5k/1qr2pp1/p3p2P/P3P1Q1/4P2B/1P6/6RK b - - 2 32,b6e3 h5g6 h7h6 g4h4 h6g7 h4h7 g7f8 h7f7,1681,75,86,423,endgame mate mateIn4 veryLong,https://lichess.org/n0NAaTNJ/black#64,
07x3o,5rk1/5ppp/1R2p3/pP6/P7/5Q2/1q2r1PP/5RK1 b - - 5 27,e2d2 f3f7 f8f7 b6b8 d2d8 b8d8 f7f8 f1f8,1418,96,85,46,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/zKRCGuWl/black#54,
087XE,k2r1q1r/1pQ5/p2p3p/PR1P1p2/3P1P2/6pP/6P1/2R3K1 b - - 0 26,a6b5 a5a6 d8b8 a6b7 b8b7 c1a1 b7a7 c7a7,1514,75,94,3859,advancedPawn endgame mate mateIn4 queensideAttack veryLong,https://lichess.org/HNZatlmd/black#52,
08Gve,2r2r1k/4b2p/p2pQnpP/6B1/1p3P2/8/PPq3P1/K2RR3 b - - 1 23,c8e8 g5f6 e7f6 e6f6 f8f6 e1e8 f6f8 e8f8,1912,75,90,1727,deflection kingsideAttack mate mateIn4 middlegame veryLong,https://lichess.org/ZcB309yf/black#46,
08QBB,2Q5/3P1bk1/p7/1p6/8/P3P3/5PP1/1qn3K1 w - - 1 48,d7d8q c1e2 g1h2 b1g1 h2h3 g1h1 h3g4 h1h5,1988,76,95,2723,discoveredCheck doubleCheck endgame mate mateIn4 veryLong,https://lichess.org/UtRtiNae#95,
08R7D,1r4k1/p1P2ppp/8/2Qp4/1K1B1P2/1P3qPn/P6r/2RR4 w - - 9 35,b4a3 h2a2 a3a2 f3b3 a2a1 b3a4 c5a3 a4a3,1661,75,89,257,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/ERTjzzxv#69,
08RGa,6rk/2b2p1p/p1pq1p2/3p1Q2/1P1N3P/2P2N2/P3RPr1/4R1K1 w - - 0 24,g1f1 g2g1 f3g1 g8g1 f1g1 d6h2 g1f1 h2h1,1998,75,88,419,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/LXT4IaQZ#47,
08ZgN,2k5/1pp2pp1/1N2n3/2Q1P2p/6b1/8/PPP3PK/5q2 b - - 5 30,c8d8 c5d5 d8e8 d5d7 e8f8 d7c8 e6d8 c8d8,1573,74,90,2181,endgame master masterVsMaster mate mateIn4 veryLong,https://lichess.org/ELnAWeKU/black#60,
08eJf,5rk1/5ppp/p2p4/n3q3/B1p1P3/2P2Q1P/Pr4P1/1R3RK1 b - - 3 22,b2a2 f3f7 f8f7 b1b8 e5e8 b8e8 f7f8 f1f8,1333,80,94,127,kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/QzM5CZ5f/black#44,
09D0W,1nkrr3/BRp2ppp/3p4/3P4/5P2/2Pb3P/PQ4PK/4q3 b - - 2 25,c8d7 b7c7 d7c7 b2b6 c7c8 b6b8 c8d7 b8b7,1939,77,90,136,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/8SNpF6yY/black#50,
09MoZ,5rk1/1p2pp1p/6p1/3Pq3/p2NP3/P4Rb1/B5P1/3Q3K w - - 2 29,d1d3 e5h5 h1g1 h5h2 g1f1 h2h1 f1e2 h1e1,1219,76,99,1484,mate mateIn4 middlegame veryLong,https://lichess.org/G3ffLcqK#57,
09Ouj,6k1/pp4p1/4p1p1/3p2q1/1P4r1/P7/1BR4P/5Q1K b - - 3 29,g5e3 c2c8 g8h7 c8h8 h7h8 f1f8 h8h7 f8g7,1637,76,95,15546,attraction endgame mate mateIn4 sacrifice veryLong,https://lichess.org/TNlpQILm/black#58,
09Yyy,5rk1/R5p1/1p2pq1p/1P1p3Q/1brN4/4P3/5PPP/5RK1 w - - 2 30,h5g4 f6f2 f1f2 c4c1 g4d1 c1d1 f2f1 f8f1,2021,101,52,26,kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/QxxSXTwq#59,
09frX,3r4/4R1b1/1R2Bp2/7k/4P1pN/P1r5/2n2P1P/2B3K1 w - - 2 23,e7g7 d8d1 g1g2 c2e1 g2f1 e1f3 f1e2 d1e1,1948,76,90,3852,discoveredAttack discoveredCheck hookMate mate mateIn4 middlegame veryLong,https://lichess.org/b8Twjxpo#45,
09ygJ,r1r3k1/pp2ppb1/3p2p1/q2N4/3nP2R/3B1P2/PPPQ1P2/2K4R b - - 4 17,a5a2 h4h8 g7h8 h1h8 g8h8 d2h6 h8g8 d5e7,2013,75,79,402,attraction kingsideAttack master mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/YzXjhzvC/black#34,Pterodactyl_Defense Pterodactyl_Defense_Eastern
0A532,8/p6k/7p/3PBpp1/6b1/2P5/PP3Q1K/2q5 b - - 0 38,c1d1 f2a7 h7g6 a7g7 g6h5 g7f7 h5h4 e5g3,1517,82,89,93,endgame mate mateIn4 veryLong,https://lichess.org/ysKndwxl/black#76,
0APYD,8/3Q4/6pp/p4p1k/5P2/1q5P/6PK/8 b - - 1 52,a5a4 g2g4 h5h4 d7e7 g6g5 e7e1 b3g3 e1g3,1736,73,96,18037,endgame mate mateIn4 queenEndgame veryLong,https://lichess.org/yf0vRUlk/black#104,
0ARwj,r7/p3pp1N/1pn3k1/2p2b1R/4r3/1P3KP1/P1P1B3/R7 b - - 6 24,e4e2 h5g5 g6h7 a1h1 e2h2 h1h2 f5h3 h2h3,2078,75,94,10003,exposedKing mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/nD0Qw21Z/black#48,
0AfyJ,r1bq1b1r/pppp1kpp/1nn5/4P3/3P4/5Q2/PP3PPP/RNB1K1NR b KQ - 1 8,f7g8 f3b3 d7d5 e5d6 b6c4 b3c4 c8e6 c4e6,1729,76,93,1357,discoveredAttack discoveredCheck enPassant kingsideAttack mate mateIn4 opening veryLong,https://lichess.org/mI0PdxYL/black#16,Danish_Gambit Danish_Gambit_Other_variations
0AsLa,8/3nnpk1/4p1p1/3p2N1/p2P3Q/2P3P1/q3NPK1/8 b - - 1 32,a2e2 h4h7 g7f6 h7f7 f6g5 f7f4 g5h5 f4h4,1906,77,92,157,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/WRvj5Y1S/black#64,
0Ay2s,7r/1p3pk1/3p1qp1/4p3/p5n1/P2P2Nr/BP3PP1/R1Q2RK1 w - - 0 26,c1c7 h3h1 g3h1 h8h1 g1h1 f6h4 h1g1 h4h2,1859,76,95,18634,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/UNgfNAJl#51,
0Azvm,2r1r3/p4pk1/1n1q2pR/1P4P1/1P3p2/P3P3/Q1b1B3/4K1R1 b - - 1 31,e8e3 h6h7 g7h7 a2f7 h7h8 g1h1 e3h3 h1h3,1849,80,76,38,attraction deflection mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/Vi6UCQbN/black#62,
0BAXi,5r1k/1Q6/p2pB1pp/3Pp3/3pP3/3P2PP/PP4RK/5qb1 w - - 3 30,h2h1 g1f2 h1h2 f2g3 g2g3 f8f2 g3g2 f2g2,2007,78,94,4568,clearance discoveredAttack discoveredCheck endgame exposedKing kingsideAttack mate mateIn4 sacrifice veryLong,https://lichess.org/Ktt7agOe#59,
0BCjC,rnb2rk1/3q1pp1/p2p3p/1p1P2NQ/8/3B4/PP3PPP/R3R1K1 b - - 1 16,d7g4 h5f7 f8f7 e1e8 f7f8 d3h7 g8h8 e8f8,2223,95,89,34,deflection kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/z9bnAtSl/black#32,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
0BVCQ,6k1/5p1p/1R2p1p1/rP1pP1q1/3P4/2N1P1bP/1Q4P1/6K1 w - - 1 31,b2c1 g5e3 c1e3 a5a1 c3b1 a1b1 e3c1 b1c1,1760,77,93,860,endgame mate mateIn4 pillsburysMate sacrifice veryLong,https://lichess.org/beHBz15c#61,
0BVcO,r2q1rk1/pb1nb1p1/1p1pp1P1/4P3/3p1B2/2P3N1/PP4P1/R2QK2R b KQ - 0 18,f8f4 h1h8 g8h8 d1h5 h8g8 h5h7 g8f8 h7h8,1548,77,55,163,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/tv86NeMU/black#36,Rat_Defense Rat_Defense_Small_Center_Defense
0BcgM,5rk1/pp3ppp/2b1p3/2q1P2Q/3R4/2P5/P5PP/5R1K b - - 5 20,c5c3 h5f7 f8f7 d4d8 c6e8 d8e8 f7f8 f1f8,1734,76,93,689,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/1mfKeHGB/black#40,
0BebU,r7/1pq1rp1R/6p1/pp1p2kR/P2Pn1N1/3QP3/4KPP1/8 b - - 2 28,g5g4 d3e4 d5e4 f2f3 e4f3 g2f3 g4g3 h5g5,2683,92,91,2116,mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/I8XP0Ky9/black#56,
0Bq5f,7k/p5p1/1p5p/1P2b3/2r5/6PQ/P2r1q1P/1R3R1K b - - 1 31,f2e2 f1f8 h8h7 h3f5 g7g6 f5f7 e5g7 f7g8,1349,91,86,71,mate mateIn4 middlegame veryLong,https://lichess.org/mJxXm7So/black#62,
0Bsf6,r4rk1/pp3ppp/5b2/3qB3/3P4/5PQB/bP5P/K2R2R1 b - - 1 23,a2b3 g3g7 f6g7 g1g7 g8h8 g7g8 h8g8 d1g1,2193,75,93,6525,attraction discoveredCheck doubleCheck kingsideAttack mate mateIn4 middlegame pillsburysMate sacrifice veryLong,https://lichess.org/oZsq3Gt2/black#46,
0C3sw,r1b1k1nr/pp2ppbp/3P2p1/4n3/2B2B2/1P2Pq2/P2QNP1P/2KR4 b kq - 0 14,e5c4 d6d7 c8d7 d2d7 e8f8 d7d8 a8d8 d1d8,1167,77,84,131,advancedPawn backRankMate fork mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/vR0DDDbI/black#28,Benoni_Defense Benoni_Defense_Old_Benoni
0CG8J,4r2r/2R1pk2/b2p1p2/3P1P2/3PQ1P1/7B/3q2K1/4R3 w - - 11 35,g2g3 h8h3 g3h3 e8h8 h3g3 d2h2 g3f3 h8h3,1544,75,97,885,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/yXHYkX5v#69,
0CMCY,2kr3r/1pp1q1b1/p2p1n1p/1N1Pp1p1/2B1PpbP/Q7/PPPB2P1/2K1R2R b - - 1 16,a6b5 a3a8 c8d7 c4b5 c7c6 b5c6 b7c6 a8c6,2341,85,94,874,intermezzo mate mateIn4 middlegame queensideAttack veryLong xRayAttack,https://lichess.org/w5zxqtuk/black#32,Vienna_Gambit_with_Max_Lange_Defense Vienna_Gambit_with_Max_Lange_Defense_Other_variations
0Co5V,5rk1/pp5p/1q2pP2/1b1p4/1P6/P4Q1B/4N1KP/8 b - - 0 26,b5e2 f3g3 e2g4 g3g4 g8f7 g4g7 f7e8 g7e7,1753,74,98,2428,endgame mate mateIn4 veryLong,https://lichess.org/P2EOM1r4/black#52,
0CzHd,5rk1/1pQ2ppp/p1b1p3/4n3/8/2P1q3/P3BRPP/3RK3 b - - 5 24,e5g4 c7f7 f8f7 d1d8 c6e8 d8e8 f7f8 f2f8,1549,75,98,1376,kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/iNXBMxuT/black#48,
0D3cA,rn2kb1r/p1p1p1pp/1p2Bn2/4N1N1/3P4/8/PPP1QPqP/R1B1K2b b Qkq - 5 11,f6e4 e2b5 c7c6 b5c6 b8c6 e6d7 e8d8 g5e6,2505,95,88,196,fork mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/p3AHhA6e/black#22,Owen_Defense Owen_Defense_Other_variations
0D7wm,4k3/R5R1/3r1p2/2pP1p2/2r5/6P1/P3PP2/2K5 w - - 0 41,c1b2 d6b6 b2a3 c4c3 a3a4 b6b4 a4a5 c3a3,1462,75,86,250,endgame mate mateIn4 rookEndgame veryLong,https://lichess.org/elD56xOR#81,
0D9GI,r5k1/Rp3ppp/3Q1n2/7q/2P3b1/8/5PPP/4R1K1 b - - 0 23,a8f8 d6f8 g8f8 a7a8 g4c8 a8c8 f6e8 e1e8,1252,77,92,4303,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/XvgCLFJT/black#46,
0DBEB,Q2R4/8/5pp1/8/3b1q1p/3k3P/5PPK/8 w - - 2 42,g2g3 f4f2 a8g2 h4g3 h2h1 f2e1 g2f1 e1f1,1576,77,98,5055,endgame master mate mateIn4 veryLong,https://lichess.org/Lp8dqKbr#83,
0Dqaz,2r4r/1p3kp1/p2p2p1/8/3nP3/P2P4/1P3PPP/1RB2RK1 w - - 0 22,c1e3 d4e2 g1h1 h8h2 h1h2 c8h8 e3h6 h8h6,1289,78,90,364,anastasiaMate attraction endgame kingsideAttack mate mateIn4 sacrifice veryLong,https://lichess.org/qlE26QRj#43,
