PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
002vV,8/6k1/2R4p/5p1P/5P1K/6P1/8/r7 w - - 2 58,c6b6 a1h1,567,98,100,535,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/KB7FAntf#115,
003AX,2r2rk1/5ppp/bq2p3/p1ppP1N1/Pb1P2P1/1P2P2P/2QN4/2R1K2R b K - 1 18,c5d4 c2h7,1035,77,94,650,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/kRgejRSt/black#36,French_Defense French_Defense_Advance_Variation
003IX,8/3pk3/R7/1R2Pp1p/2PPnKr1/8/8/8 w - - 4 43,f4f5 e4g3,1730,84,89,2047,endgame mate mateIn1 oneMove,https://lichess.org/576Btq56#85,
003YF,r4rk1/1pp2ppp/p2p4/2bPp3/2P1Pn1q/P1N2B2/1P3P2/R1BQK1R1 w Q - 1 15,c1f4 h4f2,1054,86,79,72,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/5DK4vDDB#29,Mexican_Defense Mexican_Defense_Other_variations
00465,3r1Q1k/pp4pp/2p5/6q1/5R2/2P5/P1P2PPP/3rR1K1 b - - 8 27,d8f8 f4f8,568,87,100,356,backRankMate endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/h21VtqGG/black#54,
004JD,3r4/R7/2p5/p1P2p2/1p4k1/nP6/P2KNP2/8 w - - 3 41,d2e3 a3c2,1299,81,91,2778,cornerMate endgame mate mateIn1 oneMove,https://lichess.org/6vTeEc3x#81,
004WZ,r6k/1b3pp1/p1q1pn1p/2p5/P1B5/1PN4Q/2P1RP1P/R4Kr1 w - - 2 26,f1g1 c6h1,920,82,94,110,mate mateIn1 middlegame oneMove,https://lichess.org/BQIdXPOM#51,
004iZ,r2r2k1/2q1bpp1/3p1n1p/1ppN4/1P1BP3/P5Q1/4RPPP/R5K1 b - - 1 20,f6d5 g3g7,459,105,89,1004,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/dQ85JUe1/black#40,
004zI,2q3k1/4br1p/6RQ/1p1n2p1/7P/1P4P1/1B2PP2/6K1 b - - 0 27,h7g6 h6h8,1451,79,88,346,endgame mate mateIn1 oneMove,https://lichess.org/HE33gdt4/black#54,
005Ep,5kr1/ppR3p1/3R3p/8/1r1n4/8/1P3PPP/2K5 b - - 4 31,d4b5 d6d8,832,76,100,248,endgame mate mateIn1 oneMove,https://lichess.org/ttFEoJfQ/black#62,
005wJ,r3kb1r/ppqn1ppp/4pn2/1Q2Nb2/3P4/8/PP2PPPP/RNB1KB1R w KQkq - 4 9,e5d7 c7c1,1448,78,80,1223,hangingPiece mate mateIn1 oneMove opening,https://lichess.org/2mU9GJhQ#17,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation
005x9,r1b1kb1Q/ppp4p/6pB/3P4/2pn4/8/PPP1qPPP/RN1K3R w q - 2 13,d1c1 e2c2,883,80,100,163,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/TiwHxq8n#25,Italian_Game Italian_Game_Rousseau_Gambit
00656,7r/ppp2kp1/2nb1pp1/3p3r/3P2q1/2PQB2P/PP3PP1/R3R1K1 w - - 0 18,h3g4 h5h1,612,90,96,196,mate mateIn1 middlegame oneMove,https://lichess.org/V9os02rv#35,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
006GK,2kr1br1/ppBb1ppp/8/3P2Q1/3n2n1/5N2/PP3qPP/RN2R2K b - - 0 16,d4f3 g5d8,1020,136,71,21,mate mateIn1 oneMove opening queensideAttack,https://lichess.org/CSpoYrv7/black#32,Italian_Game Italian_Game_Two_Knights_Defense
007AH,3r1n2/1bp1bkpp/p1q2n2/1p6/3P4/P1N3B1/1PP2PPP/R2QR1K1 w - - 5 18,d1e2 c6g2,624,86,100,102,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/MCM1Gmz4#35,Scandinavian_Defense Scandinavian_Defense_Valencian_Variation
007HB,rn2q1k1/pp3ppp/2pb4/3p1B2/2Pn4/1Q3N2/PP3PPP/R1B4K w - - 0 15,f3d4 e8e1,536,96,86,179,mate mateIn1 middlegame oneMove,https://lichess.org/prYQo0BK#29,Petrovs_Defense Petrovs_Defense_Classical_Attack
007c6,2kr3r/pp1n2pp/2QB1bp1/5q2/2B5/8/PPP2PPP/3R1RK1 b - - 0 17,b7c6 c4a6,721,80,56,161,bodenMate mate mateIn1 middlegame oneMove,https://lichess.org/vqwzqZHC/black#34,Elephant_Gambit Elephant_Gambit_Other_variations
007fJ,8/1P3ppp/8/8/8/2pk3P/3p2P1/3K4 w - - 0 52,b7b8q c3c2,547,106,88,572,advancedPawn endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/34ezZi7R#103,
0082f,r4rk1/2q2ppp/3pp3/4Pb1N/pp6/1B4Q1/PPP3PP/1K1RR3 b - - 0 21,a4b3 g3g7,901,78,100,441,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/fHfmODEz/black#42,
008LD,8/6pp/4N1k1/5p2/5P2/5rPb/4R2P/6K1 w - - 0 35,e6g5 f3f1,404,101,78,179,endgame mate mateIn1 oneMove operaMate,https://lichess.org/jzHHsjDp#69,
008Nz,6k1/2p2ppp/pnp5/B7/2P3PP/1P1bPPR1/r6r/3R2K1 b - - 1 29,d3e2 d1d8,473,99,85,892,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/HNU4zavC/black#58,
008cl,r3k2r/ppp2p1p/2n1pp2/7q/2PN2b1/2BP1Pb1/PP2B1P1/R2Q1RK1 w kq - 1 16,f3g4 h5h2,782,77,100,348,mate mateIn1 middlegame oneMove,https://lichess.org/K27KSt2D#31,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
008o6,Q5k1/p1p3p1/5rP1/8/3P4/7P/q3r3/B4RK1 b - - 1 34,f6f8 a8f8,471,88,75,124,endgame mate mateIn1 oneMove,https://lichess.org/1k4lXfEi/black#68,
008rw,rn2kb1r/pp2pppp/2p2n2/4q3/8/2N4Q/PPPPBPPP/R1B1K2R b KQkq - 2 8,g7g6 h3c8,869,83,100,319,mate mateIn1 oneMove opening,https://lichess.org/t8GAyoIk/black#16,Scandinavian_Defense Scandinavian_Defense_Main_Line
009J1,rn2k2r/pp2bp1p/2p1pNp1/6B1/5P2/7P/PPP4P/2K1RR2 b - - 3 17,e8f8 g5h6,1248,75,97,434,mate mateIn1 middlegame oneMove,https://lichess.org/lPhlt9XF/black#34,Pirc_Defense Pirc_Defense_Byrne_Variation
009L0,6k1/pb2r1pN/1n4Bp/3p4/1P2pR2/P7/3R1PPP/2r3K1 w - - 2 30,d2d1 c1d1,706,146,18,26,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/SAhQtou2#59,
009YT,rqnr2k1/5ppp/p2p4/4Q3/8/1P5P/PBP2PP1/R2R2K1 b - - 2 23,d6e5 d1d8,687,91,73,48,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/EwnhF9QF/black#46,
009bn,2kr2r1/ppb2ppp/3qbn2/2Np2B1/P7/2P2Q1P/1PB2PP1/R4RK1 w - - 5 18,c5e6 d6h2,756,86,100,321,mate mateIn1 middlegame oneMove,https://lichess.org/Zw4AxPzS#35,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation
009eX,2r3k1/7p/6q1/p1Np4/Qp2pr2/P4P2/1PR2P1K/5R2 w - - 0 36,f1g1 f4h4,892,80,100,229,mate mateIn1 middlegame oneMove,https://lichess.org/BlIww047#71,
009fH,rn2kb1r/pp2pppp/2p2n2/8/3q2b1/1Q6/PPP2PPP/RNB1KBNR w KQkq - 0 7,b3b7 d4d1,743,83,91,158,mate mateIn1 oneMove opening,https://lichess.org/bFNxjeFg#13,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
00A9Q,2rq1rk1/1p3p1p/p1pn2p1/P2p4/1P1PnP2/3NP3/5PBP/R1Q3RK w - - 2 22,d3c5 e4f2,834,80,100,142,kingsideAttack master mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/Eek8XUCN#43,
00AGs,rn2k2Q/5p2/2p1p1r1/1q4p1/8/8/4NPPP/3R1K1R b q - 5 23,e8e7 h8d8,892,113,94,466,mate mateIn1 middlegame oneMove,https://lichess.org/gBoWCcF2/black#46,
00AfZ,2r3kR/Q7/5q2/1brpN3/5Pp1/4P1P1/6K1/1B6 b - - 2 43,f6h8 a7f7,987,77,100,436,master mate mateIn1 middlegame oneMove,https://lichess.org/xSsuq2RP/black#86,
00B2k,r4rk1/pbp3pp/1p1pp3/6B1/2PPp2q/3nP2P/PP3P2/R2QKBR1 w Q - 8 16,f1d3 h4f2,830,130,43,22,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/SIYAVKzo#31,Dutch_Defense Dutch_Defense_Queens_Knight_Variation
00BQD,4r3/3R1pkp/6p1/1P6/1b6/5B2/1P1p1PPP/3R2K1 w - - 0 36,d1d2 e8e1,727,95,97,325,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/ckr8Ti7I#71,
00Bm8,8/6kp/4b1q1/1p6/1PpPp2Q/2P1P3/r2N2P1/5RK1 w - - 7 34,d2e4 g6g2,1126,76,86,330,endgame master mate mateIn1 oneMove,https://lichess.org/ynNNLRgG#67,
00Bn0,r1bqkb1r/pp1pnppp/2n1p3/1N6/5B2/8/PPP1PPPP/R2QKBNR b KQkq - 4 6,e6e5 b5d6,1033,106,74,158,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/uxtqY7nh/black#12,Horwitz_Defense Horwitz_Defense_Other_variations
00C7m,8/5k2/1P4R1/6PK/1r6/8/8/8 w - - 1 58,h5h6 b4h4,745,119,67,62,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/ZbuTrTYp#115,
00C8Y,rnb2rk1/pp3p1p/3p2Pb/4p1q1/3pQ3/8/PPP1PPP1/RN2KBNR w KQ - 1 12,g1f3 g5c1,989,79,96,227,mate mateIn1 middlegame oneMove,https://lichess.org/hTQm3Cc6#23,Indian_Defense Indian_Defense_Other_variations
00CWE,3r4/1p4p1/2pBkbBp/p1P5/3rp3/P7/1PK2P2/4R3 b - - 1 31,e6d5 g6f7,1489,79,94,3300,endgame mate mateIn1 oneMove,https://lichess.org/VCQ4NAd0/black#62,
00CYP,3rk2r/p1p2pp1/1p6/2pQ1b2/2Pn1P2/8/PP1P1KBq/R1B1R3 b - - 3 25,e8f8 d5d8,745,87,100,85,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/LywFPEls/black#50,
00DAs,r5nr/ppp3p1/3bBk1p/4nP2/3p4/8/PPPN1P1P/R1B1K2R b KQ - 1 15,g8e7 d2e4,780,76,100,170,mate mateIn1 middlegame oneMove,https://lichess.org/FKD6drCM/black#30,Scotch_Game Scotch_Game_Other_variations
00DPQ,2k4r/pp3pp1/4pn2/2np2p1/8/1B1P1Pq1/PPPN1R2/R2Q3K w - - 6 20,f2h2 g3h2,765,97,84,115,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/AKiNfVd0#39,
00DU5,r1bq1rk1/5ppp/p2p1b2/1p1Pn3/1P2Q3/P1NB3P/1B3PP1/R4RK1 b - - 2 17,c8b7 e4h7,487,89,78,96,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/sDwtQGBU/black#34,Sicilian_Defense Sicilian_Defense_Delayed_Alapin_Variation
00DWo,b4b1r/3k1ppp/p2p4/1p2p3/3nq3/N1P1B3/PP3PPP/R2Q1RK1 w - - 1 16,c3d4 e4g2,1063,105,82,43,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/bSwKB2bL#31,Sicilian_Defense Sicilian_Defense_Kalashnikov_Variation
00Dlt,r3kb1r/p4pp1/b1p4p/n3p3/4N3/2Nq1Q2/PP1P1PPP/R1B2RK1 w kq - 0 14,f3f5 d3f1,510,94,82,194,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/fDwnUxIU#27,Italian_Game Italian_Game_Two_Knights_Defense
00EDa,r1bk3r/ppp1np1p/3p2pP/1N2P1q1/2BP1n2/8/PPP3P1/R1BQ2KR w - - 1 14,e5d6 g5g2,967,76,100,376,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/dTj38zoQ#27,Three_Knights_Opening Three_Knights_Opening_Other_variations
00ERL,1r2R1k1/2Q4p/pp6/2p2n2/P2P1P1q/2P4P/2PB2b1/4R1K1 b - - 0 29,b8e8 e1e8,840,79,100,108,mate mateIn1 middlegame oneMove,https://lichess.org/Da4ZV4Yw/black#58,
00EUB,3r1k1r/5p1p/b2q1p2/P2Np3/Bp2P3/2b2P2/3Q2PP/1R2K2R w K - 4 24,d5c3 d6d2,578,103,55,58,mate mateIn1 middlegame oneMove,https://lichess.org/Fgs0hDjT#47,
00EWi,8/8/1R3pkp/1pP5/1P3PKP/r7/8/8 w - - 2 48,b6b5 f6f5,909,80,94,463,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/RxrVCbwq#95,
00EdH,r4rk1/pb3ppp/1p2p3/3q4/3N4/2PQ3P/PP3PP1/R4RK1 w - - 1 18,d3c2 d5g2,633,87,87,94,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/R9ruy5QZ#35,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
00Elq,rn3q1r/4pk1p/2pp1np1/p5Q1/1p1PPNP1/5P2/PPP5/R4KNR b - - 0 17,h7h6 g5g6,1156,155,100,34,mate mateIn1 middlegame oneMove,https://lichess.org/uNIyIYur/black#34,Pirc_Defense Pirc_Defense_Other_variations
00Enl,2kr4/1pp5/p1b2R1n/2PpP3/3B2p1/2P1Q1Pp/PPq4P/5RK1 w - - 3 27,f6h6 c2g2,831,77,87,157,mate mateIn1 middlegame oneMove,https://lichess.org/2XZ7QI0F#53,
00FH6,r6r/1q2bpk1/7p/p1p1pPpn/Pp2P1nP/1P1B1N2/2P3P1/2BRR1QK w - - 7 30,c1b2 h5g3,1018,76,100,452,mate mateIn1 middlegame oneMove,https://lichess.org/ckigRGV8#59,
00FHX,2r3k1/5p1p/4pP2/3p3P/8/5P2/p1b3P1/2R3K1 b - - 0 30,c2b1 c1c8,493,93,85,803,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/rztVgThB/black#60,
00FaB,2k2bn1/ppp2Nrp/2b1p3/3q2BQ/8/8/PP3PPP/RN3RK1 w - - 5 18,b1c3 d5g2,673,78,75,105,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/fjSUfcn3#35,Ponziani_Opening Ponziani_Opening_Jaenisch_Counterattack
00FjB,rnbk3r/pppp1Bpp/8/5p2/4p3/2PP4/P1P2PPP/R1B1K2R b KQ - 0 13,h8f8 c1g5,879,145,59,203,doubleBishopMate mate mateIn1 middlegame oneMove,https://lichess.org/r1BPO2dx/black#26,Bishops_Opening Bishops_Opening_Boden-Kieseritzky_Gambit
00Flp,r2q1rk1/ppp2ppp/2n5/3p2N1/3P4/1B5P/P1Q1bPP1/R1B2RK1 b - - 2 16,e2f1 c2h7,771,84,100,132,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/SXoBpAj9/black#32,Italian_Game Italian_Game_Classical_Variation
00G0z,Q4n1k/p2b2pp/3b4/2p5/4pq2/2Pn3P/PP1NBPP1/R1B2RK1 w - - 1 23,d2e4 f4h2,1339,93,29,56,mate mateIn1 middlegame oneMove,https://lichess.org/5yn9tO6O#45,
00GRa,1r3rk1/2p1Nppb/p2nq3/1p2p1Pp/4Qn1P/2P1N3/PPB2P1K/3R2R1 b - - 5 28,e6e7 e4h7,400,111,96,1042,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/QiJhfG8J/black#56,
00GY4,3k2r1/pR5R/3r4/4p1q1/7Q/3Pn1PP/PP5K/8 b - - 0 27,g5h4 b7b8,1182,78,94,1265,endgame mate mateIn1 oneMove,https://lichess.org/uDdpetkC/black#54,
00GoO,r1b2rk1/ppb5/2p4p/2Ppqpp1/1P6/2N1P3/P3BPPP/2RQ1RK1 w - - 0 16,e2d3 e5h2,533,90,100,254,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/sf8dREp6#31,Dutch_Defense Dutch_Defense_Normal_Variation
00Gyu,r1b1k1nr/1pp2p2/p7/1B1q3p/6p1/4PP2/PPPQ1P2/2KR3R b kq - 1 17,d5b5 d2d8,419,108,93,216,mate mateIn1 middlegame oneMove,https://lichess.org/EZLk62ss/black#34,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
00H1C,r3r3/1kpRnqpp/p4p2/Qp2P2P/1N6/4Pb2/PPP3P1/2K2R2 b - - 0 22,e7c6 a5c7,1362,78,94,2537,mate mateIn1 middlegame oneMove,https://lichess.org/GzcjOw0p/black#44,
00H9n,7k/6p1/8/4p3/Pp1b4/1P3b1q/3Q2P1/5RK1 w - - 0 45,d2d4 h3g2,893,81,90,309,endgame master mate mateIn1 oneMove,https://lichess.org/MaGCLflH#89,
00HHN,4r2k/p6p/1p3R2/2p5/2P5/1P4R1/r5PP/2K5 w - - 0 32,f6f7 e8e1,895,107,93,911,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/tMmxk7ja#63,
00HJd,r1bqkb1r/pp2pppp/2p2n2/2PnN3/2BP1B2/8/PP3PPP/RN1QR1K1 b kq - 2 12,d5f4 c4f7,1261,127,57,42,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/LuwogjsN/black#24,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation
00HPz,6r1/7p/2pk1p2/P2p4/P2KbP2/4P3/4NR1P/8 w - - 1 35,e2c3 c6c5,675,103,94,624,endgame master mate mateIn1 oneMove,https://lichess.org/ElfQqRYp#69,
00Hfa,6k1/5ppp/5Bq1/8/p3R3/P6P/2r2QB1/R5K1 b - - 0 29,c2f2 e4e8,723,88,100,43,endgame mate mateIn1 oneMove,https://lichess.org/FXBTZRsW/black#58,
00Hk4,5rk1/p4ppp/4p3/1Q6/1P1BN1b1/8/Pq3PPP/R1r1KB1R w KQ - 2 18,a1c1 b2c1,649,94,98,440,mate mateIn1 middlegame oneMove,https://lichess.org/gpoTbULY#35,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
00HnR,q5kr/p4p2/3Bb1p1/4p2p/5n2/2P5/P1Q2PPP/3R1RK1 w - - 4 21,d6e5 a8g2,917,76,99,583,master mate mateIn1 middlegame oneMove,https://lichess.org/Iva57KFW#41,
00HoG,5r1k/5r2/2b2RQp/1p1p2p1/1q4P1/8/8/1B3R1K b - - 0 36,f7f6 g6h7,1509,82,90,4537,mate mateIn1 middlegame oneMove,https://lichess.org/zwJu9mKP/black#72,
00Hut,r4rk1/4p1bp/3p2p1/q1pP1P2/4QP2/4B3/1p5P/1BKR3R w - - 0 22,c1c2 a5c3,1312,78,94,2873,mate mateIn1 middlegame oneMove,https://lichess.org/wzUXW4h3#43,
00Hxb,1rbr1k2/p4ppp/2B5/2pR1NP1/2P5/P7/7P/4R1K1 b - - 0 27,d8d5 e1e8,1125,81,83,1196,endgame mate mateIn1 oneMove operaMate,https://lichess.org/FW9LwaHK/black#54,
00IPp,4Q3/6pk/p3p2p/5p2/1p1P2P1/4q2P/2B1n2B/7K w - - 0 35,g4f5 e3f3,1565,85,89,2480,endgame mate mateIn1 oneMove,https://lichess.org/JKNcTJw1#69,
00ITc,3r1rk1/3b1pp1/7p/8/N2Qp1n1/1P6/PB1q1PP1/R5K1 b - - 1 25,d7a4 d4g7,921,81,88,124,mate mateIn1 middlegame oneMove,https://lichess.org/tGroDLV4/black#50,
00IaZ,4R3/1k2R3/3K2p1/1P6/1P6/2rp3r/8/8 b - - 3 45,b7b6 e8b8,923,86,83,430,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/MA0bo8dV/black#90,
00J7i,3r2k1/pQ3ppp/4R1n1/2q5/2P5/2B3P1/P4PBP/6K1 b - - 0 24,f7e6 b7g7,999,102,69,58,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/nBfwpOrE/black#48,
00JO7,5rk1/ppq3pR/4p1r1/3p4/8/2P4Q/PP3RPP/6K1 b - - 0 22,c7c5 h7h8,986,79,89,91,endgame mate mateIn1 oneMove,https://lichess.org/Vd3DWn3Y/black#44,
00K48,6Qk/6pp/p2B4/2pP4/P1q5/6P1/2P1p2P/5RK1 b - - 0 26,h8g8 f1f8,471,115,90,306,endgame master mate mateIn1 oneMove operaMate,https://lichess.org/vGu9FCAH/black#52,
00KYE,r1b2k1r/pp4p1/2pq2p1/3p4/3p4/1N6/PPP2PPP/R2Q1RK1 w - - 0 17,d1d4 d6h2,917,104,86,188,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/IOpSkMQi#33,Italian_Game Italian_Game_Scotch_Gambit
00KgR,5r1k/1pq3p1/2p2P1p/3pPQ2/1p1P4/7P/1rB4K/5R2 b - - 1 35,f8f6 f5h7,803,79,100,577,endgame mate mateIn1 oneMove,https://lichess.org/8f0kmTFT/black#70,
00LPw,1rb4r/pp1nb1pp/5nk1/3Np3/2q1P3/2N2Q2/PPP2PPP/R1B1K2R b KQ - 4 12,f6d5 f3f5,1291,76,100,333,mate mateIn1 middlegame oneMove,https://lichess.org/6myiaU6K/black#24,Philidor_Defense Philidor_Defense_Lion_Variation
00LUZ,rnb1k1nr/1ppp1ppp/8/p1bPp3/4P2q/2PB4/PP3PPP/RNBQK1NR w KQkq - 3 6,g1f3 h4f2,594,96,96,276,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/mP2vit21#11,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
00LWX,2r4k/5p2/4pNp1/6Pp/q6P/7r/2PQ4/1RKN4 w - - 2 37,d2b4 c8c2,710,80,100,397,mate mateIn1 middlegame oneMove,https://lichess.org/xNp6E0CA#73,
00LWa,2r3k1/5ppp/2P5/8/5P2/P5Pn/6BP/R3R1qK w - - 6 32,e1g1 h3f2,940,98,100,54,endgame mate mateIn1 oneMove smotheredMate,https://lichess.org/5KscxHkF#63,
00Lnf,r4knb/1bpp4/p1n1pq2/1p4NQ/3PP3/2N5/PPP2PP1/2KR1B2 b - - 3 15,f6h6 h5f7,1048,81,100,66,master mate mateIn1 middlegame oneMove,https://lichess.org/OtbWtwR2/black#30,Modern_Defense Modern_Defense_Standard_Line
00M0i,r3r2k/p2n1p1R/5n2/qp3Q2/3P4/B3Pp2/P4P1P/1B5K b - - 0 23,h8g8 f5g5,1139,76,67,143,mate mateIn1 middlegame oneMove,https://lichess.org/ZWoXGjH0/black#46,
00MYL,1R6/3k1Q2/p2b1p2/2r1p3/3n4/P6P/5PP1/4qBK1 b - - 1 40,d7c6 f7b7,1100,84,94,623,mate mateIn1 middlegame oneMove,https://lichess.org/fwb6IEPk/black#80,
00Mbv,2k2b1r/pp3ppp/1n6/BN2p1P1/2Q1Nn1P/8/PP3P2/2KR4 b - - 0 24,b6c4 d1d8,1545,82,93,4190,mate mateIn1 middlegame oneMove operaMate,https://lichess.org/h1QfViUk/black#48,
00NR5,R5k1/3r2pp/3N4/1nP5/6P1/1P3P2/P2K2n1/8 b - - 1 30,d7d8 a8d8,702,90,100,77,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/nRo0kQGD/black#60,
00NiV,rn2qrk1/ppp2N1p/3pPpB1/3n4/6b1/8/P1QN1PPP/R4RK1 b - - 0 18,h7g6 c2g6,748,89,100,483,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/NvBz7kYS/black#36,Italian_Game Italian_Game_Evans_Gambit
00O2z,r6r/2pk1ppp/p1np4/1pbBpN1q/4P1b1/5N2/PPPP1PRK/R1BQ4 w - - 12 18,h2g3 h5h3,751,111,85,42,mate mateIn1 middlegame oneMove,https://lichess.org/1pRUZ0aS#35,Ruy_Lopez Ruy_Lopez_Morphy_Defense
00O9q,5r2/5p1k/4nP2/4N1p1/8/6P1/6K1/R7 b - - 1 78,h7h6 a1h1,1229,75,100,144,endgame master mate mateIn1 oneMove,https://lichess.org/0XcQGKAN/black#156,
00OPk,6rk/7p/R2N3P/1r6/1P5K/P7/8/8 b - - 4 50,b5d5 d6f7,815,103,93,915,endgame mate mateIn1 oneMove,https://lichess.org/aDJVIeGE/black#100,
00OXc,8/5K1p/1p4pk/8/3brp2/5R2/8/8 b - - 5 50,g6g5 f3h3,842,108,93,886,endgame master mate mateIn1 oneMove,https://lichess.org/Dp1LJyaZ/black#100,
00Or5,r2qkbnr/pp5p/8/4Nb2/3p4/1QN5/PP2PPPP/R3KB1R b KQkq - 1 12,d4c3 b3f7,1505,89,57,251,mate mateIn1 oneMove opening,https://lichess.org/29LGsamW/black#24,Slav_Defense Slav_Defense_Other_variations
00Ozz,3kRr2/3n1B1p/2pP4/p1n5/Ppp5/8/1P3PPP/4R1K1 b - - 8 32,f8e8 e1e8,865,100,84,197,endgame mate mateIn1 oneMove operaMate,https://lichess.org/gO3w1uZJ/black#64,
